罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常松１丁目,2025/10/1,10,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常松１丁目,2025/10/13,19,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉１丁目,2025/3/6,9,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,常吉２丁目,2025/10/18,7,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/1/17,20,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/8/21,9,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/10/9,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/10/13,14,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/10/13,16,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町１丁目,2025/12/10,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町２丁目,2024/12/30,13,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町３丁目,2025/6/11,22,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町３丁目,2025/9/19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町４丁目,2025/2/6,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町４丁目,2025/3/9,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2025/1/7,19,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2025/2/18,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2025/7/16,13,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2025/9/8,8,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2025/10/13,19,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2025/2/18,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2025/2/23,17,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2025/10/12,8,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2025/11/21,16,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2025/12/3,21,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町３丁目,2025/12/15,18,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町２丁目,2025/5/8,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町２丁目,2025/10/18,11,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫豊町２丁目,2025/10/18,17,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里１丁目,2025/6/13,22,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫の里２丁目,2025/7/19,16,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/1/24,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/3/12,21,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/3/13,17,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/7/3,12,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/7/31,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/9/27,14,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/12/15,17,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町１丁目,2025/12/19,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2024/12/27,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/2/1,9,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/2/15,9,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/3/26,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/4/21,8,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/5/25,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/5/29,12,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/6/3,18,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/6/7,20,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/6/16,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/6/20,17,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/7/9,16,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/7/24,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/8/1,17,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/8/25,18,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/1,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/6,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/7,18,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/9,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/12,22,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/15,12,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/10/31,9,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/11/3,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/11/22,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/11/27,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/11/28,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2025/12/29,10,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町３丁目,2025/7/9,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町３丁目,2025/12/6,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町６丁目,2025/3/30,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2025/1/1,22,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2025/1/9,22,一戸建住宅,その他,10歳代,高校生,施錠した
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2025/3/24,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町８丁目,2025/8/9,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,上ノ島町１丁目,2025/8/4,1,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野北,2025/6/26,15,４階建て以上共同住宅,その他,10歳代,その他,施錠した
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野北３丁目,2025/1/23,17,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野北３丁目,2025/5/31,23,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西１丁目,2025/7/21,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西２丁目,2025/3/10,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西３丁目,2025/6/2,14,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西４丁目,2025/6/22,13,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西４丁目,2025/8/23,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西４丁目,2025/10/11,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2025/5/30,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野東１丁目,2025/9/1,0,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,中野東２丁目,2025/4/3,20,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,西野１丁目,2025/11/2,20,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,西野２丁目,2025/7/21,15,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,西野３丁目,2024/12/31,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,中野,282073,兵庫県,伊丹市,西野５丁目,2025/6/27,8,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2024/10/12,14,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2024/12/16,6,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2024/12/27,16,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/2/1,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/2/28,23,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/3/27,9,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/5/1,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/6/6,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/7/31,16,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/8/3,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹１丁目,2025/8/8,21,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹２丁目,2024/12/30,11,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹２丁目,2025/2/16,15,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹２丁目,2025/7/6,14,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹６丁目,2024/12/30,19,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,伊丹７丁目,2025/12/5,18,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,梅ノ木３丁目,2025/12/24,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2024/1/15,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2025/7/8,9,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2025/10/24,19,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,北本町１丁目,2025/12/1,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2025/1/11,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2025/6/13,11,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2025/7/10,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2025/8/8,17,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡１丁目,2025/12/5,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡２丁目,2025/6/27,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡３丁目,2025/5/1,16,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,東有岡３丁目,2025/8/23,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,宮ノ前２丁目,2025/3/31,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/3/17,11,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/4/18,19,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/5/10,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/6/12,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/8/1,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/8/12,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/8/31,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/9/17,18,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/9/26,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/9/30,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/10/4,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,伊丹駅前,282073,兵庫県,伊丹市,藤ノ木１丁目,2025/11/4,15,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,伊丹,北村,282073,兵庫県,伊丹市,北伊丹９丁目,2025/1/6,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,伊丹５丁目,2025/2/19,4,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,伊丹６丁目,2025/4/19,14,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,伊丹８丁目,2025/7/3,14,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,平松２丁目,2025/7/16,17,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,平松４丁目,2025/12/16,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,平松６丁目,2025/3/22,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,平松７丁目,2025/8/19,8,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町１丁目,2025/1/24,17,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町２丁目,2025/1/7,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町２丁目,2025/4/7,14,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町２丁目,2025/8/15,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2025/2/21,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2025/6/1,14,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2025/6/3,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町３丁目,2025/7/19,23,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南町４丁目,2025/10/30,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南本町３丁目,2025/2/19,23,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南本町４丁目,2025/5/23,23,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,南本町,282073,兵庫県,伊丹市,南本町６丁目,2025/7/20,10,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,昆陽,282022,兵庫県,尼崎市,水堂町３丁目,2025/2/21,17,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽２丁目,2025/9/30,13,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽３丁目,2025/6/11,16,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽６丁目,2025/8/8,18,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽７丁目,2025/6/6,23,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽７丁目,2025/8/20,17,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,伊丹,昆陽,282073,兵庫県,伊丹市,昆陽７丁目,2025/9/13,8,その他,駐車（輪）場,10歳代,中学生,施錠せず
