罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,城が山１丁目,2018-08-15,12,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,美山台３丁目,2018-09-25,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,平尾,281085,兵庫県,神戸市垂水区,乙木１丁目,2018-03-21,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,高丸,281085,兵庫県,神戸市垂水区,福田５丁目,2018-02-11,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,高丸,281085,兵庫県,神戸市垂水区,山手７丁目,2018-01-23,05,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山１丁目,2018-08-07,15,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山１丁目,2018-08-07,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山本町２丁目,2018-05-01,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,名谷,281085,兵庫県,神戸市垂水区,小束山手１丁目,2018-11-11,11,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,東垂水町,2018-09-08,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台８丁目,2018-12-19,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2018-03-02,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子坂３丁目,2018-01-26,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子２丁目,2018-01-04,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子４丁目,2018-04-04,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子５丁目,2017-12-27,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞台３丁目,2018-01-15,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,多聞,281085,兵庫県,神戸市垂水区,西脇１丁目,2018-01-13,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,多聞,281085,兵庫県,神戸市垂水区,本多聞２丁目,2018-12-22,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2018-07-05,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2017-12-20,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞５丁目,2018-07-18,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台２丁目,2018-11-16,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,垂水,桃山台,281085,兵庫県,神戸市垂水区,清玄町,2018-12-10,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,小野浜町,2016-12-20,00,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2017-06-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2018-06-17,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-03-18,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-04-01,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2018-05-02,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2018-04-27,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町高津橋,2018-05-21,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,上池,281115,兵庫県,神戸市西区,水谷３丁目,2018-12-26,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町出合,2018-05-06,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,春日台,281115,兵庫県,神戸市西区,春日台４丁目,2018-11-22,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡２丁目,2018-03-31,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,2018-06-29,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,2018-07-07,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-02-03,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府１丁目,2018-08-16,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府１丁目,2018-09-12,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2017-09-10,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上１丁目,2018-02-26,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上２丁目,2018-05-01,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上３丁目,2018-12-21,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-03-23,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-10-16,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-11-06,15,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-11-06,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2018-12-17,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2018-02-22,02,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2018-05-07,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和１丁目,2017-11-15,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2017-02-01,11,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2018-02-14,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2018-06-22,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,大津和２丁目,2018-12-15,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2018-01-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2018-05-06,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府３丁目,2018-04-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府３丁目,2018-09-19,08,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,2018-09-27,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府４丁目,2018-10-15,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,2018-01-12,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,2018-12-17,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水２丁目,2016-05-14,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水２丁目,2018-08-23,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,伊川谷町布施畑,2018-06-30,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町８丁目,2018-12-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2013-08-20,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園東町６丁目,2018-11-12,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町１丁目,2018-01-24,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,学園駅前,281115,兵庫県,神戸市西区,前開南町２丁目,2018-10-25,02,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2015-04-01,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2017-04-01,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2017-12-29,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2017-12-30,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-02-03,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-05-02,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-07-18,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-09-17,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-09-20,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2018-10-30,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,有瀬,281115,兵庫県,神戸市西区,大津和２丁目,2018-01-15,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,富士見が丘,281115,兵庫県,神戸市西区,,2018-12-07,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,枝吉,281115,兵庫県,神戸市西区,森友３丁目,2018-08-04,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,枝吉,281115,兵庫県,神戸市西区,森友３丁目,2018-08-26,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,枝吉,281115,兵庫県,神戸市西区,小山２丁目,2013-05-01,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,竹の台,281115,兵庫県,神戸市西区,竹の台２丁目,2018-12-26,21,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町６丁目,2018-03-22,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町６丁目,2018-03-22,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,玉津,281115,兵庫県,神戸市西区,長畑町,2018-02-09,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸西,玉津,281115,兵庫県,神戸市西区,二ツ屋１丁目,2018-09-15,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,有馬,有野,281093,兵庫県,神戸市北区,有野町有野,2018-02-01,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,有馬,長尾,281093,兵庫県,神戸市北区,上津台６丁目,2018-10-19,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台北町７丁目,2018-11-07,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台西町４丁目,2018-05-12,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町１丁目,2018-03-22,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町２丁目,2018-09-09,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,泉台１丁目,2018-04-14,06,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,山田町下谷上字中一里山,2017-10-01,15,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,谷上駅前,281093,兵庫県,神戸市北区,花山台,2018-09-11,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,谷上駅前,281093,兵庫県,神戸市北区,松が枝町２丁目,2018-02-04,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,谷上駅前,281093,兵庫県,神戸市北区,谷上南町,2018-11-03,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,五葉,281093,兵庫県,神戸市北区,北五葉７丁目,2018-03-14,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,五葉,281093,兵庫県,神戸市北区,君影町１丁目,2017-02-01,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神戸北,ひよどり台,281093,兵庫県,神戸市北区,ひよどり台１丁目,2018-01-09,23,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,ひよどり台,281093,兵庫県,神戸市北区,ひよどり台１丁目,2018-06-25,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神戸北,ひよどり台,281093,兵庫県,神戸市北区,ひよどり台１丁目,2018-06-25,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,宮川,282065,兵庫県,芦屋市,楠町,2015-06-15,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,宮川,282065,兵庫県,芦屋市,楠町,2018-01-10,20,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,2014-09-21,00,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,2017-10-01,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,芦屋駅前,282065,兵庫県,芦屋市,大原町,2018-12-12,19,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,打出,282065,兵庫県,芦屋市,大東町,2018-08-23,18,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2018-05-14,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2018-12-14,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2018-03-03,14,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,芦屋,南芦屋浜,282065,兵庫県,芦屋市,陽光町,2018-03-04,14,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,石在町,2018-09-30,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,石在町,2018-10-20,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,今津曙町,2012-07-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,戸田町,2017-07-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,宮前町,2018-10-20,18,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2018-04-18,17,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,札場筋,282049,兵庫県,西宮市,和上町,2018-06-29,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,川添,282049,兵庫県,西宮市,堀切町,2018-08-26,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,市庭,282049,兵庫県,西宮市,弓場町,2017-08-21,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2018-07-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,甲陽園,282049,兵庫県,西宮市,六軒町,2018-05-16,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,寿,282049,兵庫県,西宮市,江上町,2018-01-23,03,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,寿,282049,兵庫県,西宮市,櫨塚町,2017-12-01,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,寿,282049,兵庫県,西宮市,分銅町,2017-04-01,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,寿,282049,兵庫県,西宮市,若松町,2018-08-08,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,青木町,2018-03-20,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,能登町,2018-06-28,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,青木,282049,兵庫県,西宮市,柳本町,2018-03-10,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,西福町,2018-11-30,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,中須佐町,2018-08-16,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,芦原,282049,兵庫県,西宮市,森下町,2018-05-27,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮駅前,282049,兵庫県,西宮市,今津真砂町,2018-06-17,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,今津駅前,282049,兵庫県,西宮市,今津山中町,2018-06-29,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,今津駅前,282049,兵庫県,西宮市,今津山中町,2018-12-17,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,今津駅前,282049,兵庫県,西宮市,津門呉羽町,2018-05-20,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,今津駅前,282049,兵庫県,西宮市,津門宝津町,2018-04-19,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,社前,282049,兵庫県,西宮市,今津大東町,2018-06-29,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,社前,282049,兵庫県,西宮市,今津巽町,2018-05-12,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,社前,282049,兵庫県,西宮市,今津出在家町,2018-04-27,07,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,社前,282049,兵庫県,西宮市,今津真砂町,2018-04-23,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,北口町,2018-04-27,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,北口町,2018-11-17,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,甲風園１丁目,2018-04-12,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,高木東町,2018-11-19,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2018-07-20,11,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2018-12-10,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,大畑町,2018-03-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,平木町,2016-07-31,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,平木町,2017-12-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,平木町,2018-12-02,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,南昭和町,2018-04-03,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,南昭和町,2018-04-05,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西宮,北口西,282049,兵庫県,西宮市,南昭和町,2018-04-12,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
