罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,網干,東芝前,282014,兵庫県,姫路市,網干区津市場,2019-07-01,00,道路上,あり
窃盗,自動販売機ねらい,網干,広畑,282014,兵庫県,姫路市,広畑区富士町,2019-12-03,11,その他,あり
窃盗,自動販売機ねらい,福崎,福崎駅前,284432,兵庫県,福崎町,馬田,2019-07-06,12,その他,あり
窃盗,自動販売機ねらい,福崎,福崎駅前,284432,兵庫県,福崎町,馬田,2019-07-20,12,道路上,あり
窃盗,自動販売機ねらい,福崎,福崎駅前,284432,兵庫県,福崎町,高岡,2019-07-13,13,その他,あり
窃盗,自動販売機ねらい,福崎,福崎東,284432,兵庫県,福崎町,大貫,2019-09-25,09,道路上,あり
窃盗,自動販売機ねらい,福崎,福崎東,284432,兵庫県,福崎町,八千種,2019-03-10,11,その他,あり
窃盗,自動販売機ねらい,福崎,長谷,284467,兵庫県,神河町,長谷,2019-09-12,13,その他,あり
窃盗,自動販売機ねらい,福崎,越知谷,284467,兵庫県,神河町,大畑,2019-07-23,12,その他,あり
窃盗,自動販売機ねらい,福崎,市川,284424,兵庫県,市川町,甘地,2019-05-01,00,道路上,あり
窃盗,自動販売機ねらい,たつの,大手,282294,兵庫県,たつの市,龍野町旭町,2019-08-01,00,道路上,あり
窃盗,自動販売機ねらい,たつの,本龍野駅前,282294,兵庫県,たつの市,龍野町大道,2019-03-22,12,その他,なし
窃盗,自動販売機ねらい,たつの,本龍野駅前,282294,兵庫県,たつの市,龍野町富永,2019-08-06,09,その他,なし
窃盗,自動販売機ねらい,たつの,西構,282294,兵庫県,たつの市,揖保町門前,2019-07-23,14,その他,あり
窃盗,自動販売機ねらい,たつの,御津,282294,兵庫県,たつの市,御津町朝臣,2019-09-18,08,その他,あり
窃盗,自動販売機ねらい,相生,那波野,282081,兵庫県,相生市,向陽台,2019-04-16,15,その他,あり
窃盗,自動販売機ねらい,宍粟,山崎中央,282278,兵庫県,宍粟市,山崎町鹿沢,2019-11-12,12,道路上,あり
窃盗,自動販売機ねらい,宍粟,室,282278,兵庫県,宍粟市,千種町下河野,2019-10-10,17,駐車（輪）場,あり
